sprite_id,name,,
1607,Pit Wraith Dominator,,
1608,Pit Wraith Liberator,WINGS,
1609,Pit Wraith Lord,ROYAL,
1611,Pit Wraith Overmind,,
1610,Pit Wraith Obliterator,ORANGE,
1325,Berserker Fiend,,
1330,Thrasher Fiend,,
1329,Mauler Fiend,,
1327,Destroyer Fiend,,
1324,Annihilator Fiend,,
1328,Ferocious Fiend,,
2424,Brim Smith,,
2425,Crystal Smith,,
2429,Disease Crafter,,
2427,Death Crafter,,
2431,Pestilence Crafter,,
2430,Hammer Lord,,
2426,Dark Brim Smith,,
2423,Black Crystal Smith,,
2428,Depravity Smith,,
1418,Terror Hound,,
1414,Dread Hound,,
1417,Panic Hound,,
1412,Blood Hound,,
1416,Horror Hound,BONE,
1415,Hell Hound,,
1413,Bone Hound,,
1226,Timeless Master,,
1219,Ceaseless Maker,,
1223,Infinite Lord,,
1220,Celestial Idol,,
1224,Omnipotent Deity,,
1222,Immortal King,,
1426,Servant Hunter,,
1423,Light Hunter,,
1424,Moon Hunter,,
1421,Faith Hunter,,
1420,Hunter Director,,
1422,Heretic Hunter,,
2422,Diabolic Watchman,,
2421,Diabolic Spectator,,
2413,Diabolic Intruder,,
2416,Diabolic Henchman,,
2415,Diabolic Commander,,
2419,Diabolic Observer,,
2414,Diabolic Menace,,
2418,Diabolic Nemesis,,
2417,Diabolic Insurgent,,
2420,Diabolic Rebel,,
1747,Skeleton Sniper,,
1748,Skeleton Triggerman,,
1743,Skeleton Cannoneer,,
1745,Skeleton Marksman,,
1746,Skeleton Mortarman,,
1744,Skeleton Gunslinger,,
2365,Fire Priest,,
2359,Water Priest,,
2363,Forest Priest,,
2362,Mountain Priest,,
2358,War Priest,,
2366,Desert Priest,,
2361,Priest of Light,,
2364,Priest of Radiance,,
2323,Forsaken Swampdweller,,
2322,Forsaken Rotmongerer,,
2325,Forsaken Seacrawler,,
2321,Forsaken Bonescraper,,
2324,Forsaken Scourgewalker,,
2327,Forsaken Spinewhipper,,
1481,Sandstone Imler,,
1480,Redstone Imler,,
1476,Boulder Imler,,
1477,Iron Imler,,
1482,Silver Imler,,
1479,Mithril Imler,,
1491,Varve Imling,,
1485,Leda Imling,,
1489,Tainted Imling,,
1486,Putrid Imling,,
1487,Rancid Imling,,
1484,Diamond Imling,,
1342,Sand Giant,,
1343,Stone Giant,,
1345,Wall Giant,,
1344,Tower Giant,,
1338,Cosmic Giant,,
1337,Colossal Giant,,
1340,Giant Mangler,,
2398,Vicious Wolpertinger,,
2399,Vile Wolpertinger,,
2402,Volatile Wolpertinger,,
2403,Volcanic Wolpertinger,,
2401,Viridian Wolpertinger,GRASS,
2396,Vampiric Wolpertinger,CASTER,
1304,Dumpling,,
2105,Apis Charger,,
2106,Apis Defender,,
2107,Apis Endurer,,
2109,Apis Guardian,,
2102,Apis Majesty,,
2103,Apis Protector,,
2441,Aen Rift Dancer,,
2442,Aerum Rift Dancer,,
2444,Inaer Rift Dancer,,
2445,Nadin Rift Dancer,,
2446,Ramun Rift Dancer,,
1463,Crazed Leper,,
1461,Leper Blightbringer,,
1464,Leper Defiler,,
1466,Leper Plaguespreader,,
1462,Blood Leper,,
1467,Tortured Leper,,
1154,Blood Crusader,,
1155,Dawn Crusader,,
1156,Dusk Crusader,,
1158,Holy Crusader,,
1159,Mist Crusader,,
1161,Sun Crusader,,
1384,Griffon Divebomber,,
1383,Assault Griffon,SPEAR,
1385,Griffon Dreamfinder,CASTER,WINGS
1387,Griffon Screecher,KNIFE,
1386,Razorfoot Griffon,KNIFE,
1388,Silverclaw Griffon,,
1559,Narklin Ophan,,
1553,Burhua Ophan,,
1554,Enim Ophan,,
1555,Geylian Ophan,,
1556,Irantha Ophan,,
1558,Mitida Ophan,,
1732,Ira Sin,,
1734,Superbia Sin,,
1727,Acedia Sin,,
1728,Avaritia Sin,,
1730,Gula Sin,,
1731,Invidia Sin,,
1733,Luxuria Sin,,
1655,Humanitas Sanctus,,
1656,Humilitas Sanctus,,
1653,Caritas Sanctus,,
1654,Castitas Sanctus,,
1658,Magnificus Sanctus,,
1660,Temperantias Sanctus,,
1659,Patientias Sanctus,,
1639,Revenant Cabalist,,
1640,Revenant Captain,,
1642,Revenant Horror,,
1643,Revenant King,,
1644,Revenant Sealord,,
1645,Revenant Soldier,,
1757,Sphinx Avenger,,
1758,Sphinx Elder,,
1759,Sphinx Healer,,
1760,Sphinx Justicar,,
1761,Sphinx Ordainer,,
1763,Sphinx Zealot,,
1700,Neralim Seraph,,
1699,Andolin Seraph,,
1703,Undolim Seraph,,
1704,Vanelin Seraph,,
1702,Siralim Seraph,,
1821,Valkyrie Scout,,
1817,Valkyrie Knight,,
1818,Valkyrie Lancer,,
1820,Valkyrie Queen,STAFF,SHIELD
1815,Valkyrie Champion,,
1822,Valkyrie Shieldmaiden,,
2095,Aaxer Apocalypse,,
2096,Agor Apocalypse,,
2098,Gorum Apocalypse,,
2099,Inox Apocalypse,,
2100,Zarox Apocalypse,,
1749,Abyssal Spectre,,
1750,Doomsday Spectre,,
1751,Dread Spectre,,
1752,Entropic Spectre,,
1753,Nightveil Spectre,,
1755,Transient Spectre,,
1397,Runic Grimoire,,
1393,Forbidden Grimoire,,
1395,Necro Grimoire,,
1391,Eldritch Grimoire,,
1390,Ancient Grimoire,,
1392,Faded Grimoire,,
1090,Ashmouth Cerberus,,
1093,Caustic Cerberus,,
1091,Cerberus Banelord,,
1094,Cerberus Gatewatcher,,
1095,Cerberus Hellguard,,
1096,Lightning Cerberus,,
2126,Asura Bonebreaker,,
2128,Asura Gutslasher,,
2125,Asura Blooddrinker,,
2129,Asura Heartripper,,
2131,Asura Strangler,,
2127,Asura Fleshstomper,,
2394,Coldslam Yeti,,
2393,Chillbreeze Yeti,,
2390,Icemane Yeti,,
2392,Frostbite Yeti,,
2391,Snowsting Yeti,,
2389,Rimefist Yeti,,
1845,Coast Watcher,,
1846,Glade Watcher,,
1847,Hell Watcher,,
1849,Rift Watcher,,
1850,Roost Watcher,,
1852,Sky Watcher,,
1542,Manticore Conqueror,,
1545,Flailing Manticore,,
1543,Crimson Manticore,,
1544,Manticore Decimator,,
1549,Sawback Manticore,,
1547,Prowling Manticore,,
1347,Deranged Gorgon,,
1348,Gorgon Gazer,,
1551,Gorgon Sorceress,,
1353,Gorgon Witch,,
1349,Medusa,,
1552,Unhinged Gorgon,,
1860,Terror Wight,,
1855,Gravebane Wight,,
1858,Reclusive Wight,,
1859,Roofstalker Wight,,
1853,Dread Wight,,
1861,Trepidation Wight,RED,
1706,Dungeon Shade,,
1707,Evernight Shade,,
1709,Hoar Shade,,
1708,Gateway Shade,,
1705,Drifting Shade,,
1712,Whispering Shade,,
1541,Masochist Witch,,
1536,Lurid Masochist,,
1537,Macabre Masochist,,
1538,Masochist Angler,,
1540,Sanguine Masochist,,
1534,Favored Masochist,,
1789,Ahnok Tremor,,
1791,Quamar Tremor,,
1792,Quarnok Tremor,,
1788,Ahnkol Tremor,,
1793,Urhul Tremor,,
2116,Spitting Arachnalisk,,
2111,Canopy Arachnalisk,,
2113,Dragonlair Arachnalisk,,
2114,Goliath Arachnalisk,,
2117,Woolly Arachnalisk,,
2110,Ancient Arachnalisk,,
1280,Elemental Familiar,,
1279,Arcane Familiar,,
1281,Flood Familiar,,
1282,Judge Familiar,,
1283,Mystical Familiar,,
1284,Palace Familiar,,
1320,Monstrous Gargantuan,,
1322,Sturdy Gargantuan,,
1321,Shackled Gargantuan,,
1316,Daunting Gargantuan,,
1317,Fearsome Gargantuan,,
1318,Forest Gargantuan,,
1833,Vortex Observer,,
1837,Untamed Vortex,,
1829,Cerebral Vortex,,
1830,Consuming Vortex,,
1832,Mana Vortex,,
1835,Psychic Vortex,,
1844,Waspid Worker,,
1838,Waspid Guardian,,
1843,Waspid Soldier,,
1840,Waspid Infiltrator,,
1842,Waspid Slicer,,
1841,Waspid Scout,,
541,Failed Experiment,,
1113,Bard Balladeer,,
1116,Bard Jongleur,,
1117,Bard Minstrel,,
1118,Bard Poet,,
1119,Bard Trovatore,,
1120,Bard Versifier,,
2191,Centaur Ranger,,
2193,Centaur Warrior,,
2194,Centaur Wrangler,,
2190,Centaur Raider,,
2192,Centaur Runner,,
2187,Centaur Chaser,,
1297,Elf Cleric,,
1301,Elf Monk,,
1302,Elf Mystic,,
1295,Elf Barbarian,,
1299,Elf Huntsman,,
1303,Elf Rogue,,
2069,Ritual Abomination,,
2065,Abomination Brute,,
2067,Flesh Abomination,,
2070,Abomination Volatile,,
2068,Gore Abomination,,
2071,Wandering Abomination,,
2833,Nix Creeper,,
2835,Nix Guardian,,
2836,Nix Imposter,,
2837,Nix Informer,,
2838,Nix Scoundrel,,
2839,Nix Shadowjumper,,
1614,Plague Alchemist,,
1616,Plague Herbalist,,
1618,Plague Quack,,
1619,Plague Scholar,,
1620,Plague Soothsayer,,
1621,Plague Surgeon,,
2377,Terra Vulpes,,
2381,Decaying Vulpes,,
2376,Lost Vulpes,,
2379,Skyward Vulpes,,
2378,Spirit Vulpes,,
2380,Cosmos Vulpes,,
1775,Stag Celestial,,
1776,Stag Guardian,,
1778,Stag Idol,,
1779,Stag Overseer,,
1780,Stag Royal,,
1781,Stag Spirit,,
2150,Ethereal Basilisk,,
2149,Dormant Basilisk,,
2151,Lurking Basilisk,,
2148,Crashing Basilisk,,
2152,Roaring Basilisk,,
2154,Stomping Basilisk,,
1648,Fire Salamander,,
1650,Thunder Salamander,,
1651,Water Salamander,,
1652,Wind Salamander,,
1649,Ice Salamander,,
1647,Earth Salamander,,
1310,Vegetable Dumpling,,
2080,Aegis Angel,,
1573,Amethyst Paragon,,
2388,Ancient Yeti,,
2104,Apis Warrior,,
2164,Aspect of Change,,
2123,Aspect of Time,,
2130,Zantai,,
1460,Addled Leper,,
1419,Thylacine,JEWEL,
1092,Bound Cerberus,,
2176,Brownie Loner,,
2182,Carnage Devourer,,
2825,Carver Chopper,,
2357,Celestial Occultist,,
2112,Creeping Arachnalisk,,
2206,Cursed Slime,,
1326,Deceptive Fiend,,
2360,Priest Vizier,,
2412,Diabolic Bhuta,,
1271,Vengeful Djinn,,
2395,Docile Wolpertinger,,
2300,Citadel,,
2294,Flametongue Efreet,,
1251,Dryad Seductress,,
1286,Ancient Ent,,
2330,Festering Ghoul,,
1768,Fog Spirit,,
1854,Frostbite Wight,,
1351,Gorgon Trickster,,
1465,Grave Leper,,
1382,Griffon Archer,,
1401,Harpy Marauder,SEX,
1394,Hidden Grimoire,,
1425,Hunter Scout,,
1657,Industrias Sanctus,,
2209,Infested Slime,,
1602,Lurking Pit Worm,,
1771,Malignant Spirit,,
1478,Marble Imler,,
1521,Minotaur Lancer,,
2347,Mite Paralyzer,,
1160,Moon Crusader,,
2818,Mud Golem,,
2326,Forsaken Plaguebearer,,
1341,Mystical Giant,,
1578,Opal Paragon,,
1571,Phase Rogue,,
1594,Pilwiz Harvester,,
1595,Pilwiz Herbalist,,
1613,Pit Wraith Tormenter,,
1634,Plague Reaper,,
1754,Prophetic Spectre,,
2076,Radiant Amaranth,,
1626,Raven Guardian,,
1641,Revenant Dagon,,
2146,Tormented Banshee,,
2314,Sentry Guard,,
1319,Gruesome Gargantuan,,
1719,Shapeshifter Novice,,
1427,Silent Hunter,,
1740,Siren Lifetaker,,
1742,Skeleton Buccaneer,,
2162,Slurping Bat,,
1232,Smoke Devil,,
1285,Spectral Familiar,,
1762,Sphinx Usurper,,
2200,Static Clutcher,,
2629,Stonehorn Gargoyle,,
1263,Subaqueous Dragon,,
1516,Swarm Mummy,,
1588,Transcended Phoenix,,
1801,Troll Youngster,,
1270,Unchained Djinn,,
1711,Wandering Shade,,
2432,War Crafter,,
1839,Waspid Hiveleader,,
1851,Watcher Sentinel,,
2203,Whiptail Clutcher,,
1756,Woeful Spectre,,
2387,Wyvern Toxicfang,,
1115,Bard Fool,,
2064,Bile Abomination,,
2188,Centaur Duelist,,
1646,Chaos Salamander,,
1298,Elf Drifter,,
2375,Incandescent Vulpes,,
1455,Lich Necromancer,,
2371,Malignant Storm,,
1539,Sadomasochist,,
2097,Corox Apocalypse,,
1221,Eternal Divinity,,
1557,Maluh Ophan,,
2443,Apollinaire,,
1701,Nex Seraph,,
1790,Gorlum Tremor,,
2832,Nix Backstabber,,
1615,Plague Expert,,
1546,Martyaxwar,,
1488,Rock Imling,,
2153,Spitting Basilisk,,
1774,Stag Abstract,,
2440,Toxic Smog,,
1810,Unicorn Firewalker,,
1816,Valkyrie Duelist,,
1729,Dolor Sin,,
1836,Sulfuric Vortex,,
1470,Imp Incarnate,,
1362,Iconus,,
1369,Ottum,,
1371,The Lost,,
1372,Tisya,,
1374,Walken,,
1367,Mumu,,
1373,Ugat,,
1375,Yllor,,
1360,Elqor,,
1359,Dikya,,
1363,Kalasag,,
1354,Aja Birku,,
1365,Laglor,,
1361,Emlai,,
1355,Alakadan,,
2305,Pandemonium Queen,,
1072,Surathli,,
1059,Aeolian,,
1062,Azural,,
1064,Erebyss,,
1065,Friden,,
1246,Gonfurian,,
1067,Lister,,
1068,Meraxis,,
1071,Regalis,,
1073,Tartarith,,
1078,Vulcanar,,
1079,Yseros,,
1077,Vertraag,,
1075,Torun,,
1080,Zonte,,
1010,Grenale,,
1011,Lagergoyle,,
1013,Scotchpion,,
1014,Spirits,,
1012,Ryetrap,,
1015,Vermowl,,
1016,Vulperry,,
1017,Whiskull,,
1018,Winegel,,
1019,Woodka,,
1396,Pyro Grimoire,,
1490,Treat Imling,,
1483,Trick Imler,,
1710,Spooky Shade,,
1856,Headless Wight,,
2066,Cloth Abomination,,
1144,Silverbone Construct,,
1145,Skywatch Construct,,
1146,Treewall Construct,,
1147,Willow Construct,,
1138,Astro Construct,,
1139,Bloodmail Construct,,
1140,Heavenshield Construct,,
1141,Magma Construct,,
1142,Nightveil Construct,,
1143,Redsteel Construct,,
1777,Stag Guide,,
1114,Bard Caroller,,
2374,Blizzard,,
1292,Evergreen Ent,,
1770,Holiday Spirit,,
1531,Gift Mimic,,
1300,Jingle Elf,,
1339,Jolly Old Giant,,
2612,Pudding,,
1797,Trollboar,,
1638,Ascendant Revenant,,
1255,Fortune Dragon,,
2077,Solar Amaranth,,
2397,Vernal Wolpertinger,,
1309,Squash,,
2108,Apis Adolescent,,
1227,Bunny Devil,,
1575,Chocolate Paragon,,
1252,Dryad Sunbather,,
2434,Festival Smog,,
1532,Killer Cooler,,
1306,Melon,,
2611,Omelette,,
1834,Ovoid Vortex,,
1848,Inflatable Watcher,,
792,Tanukrook,,
1130,Mogwai,,
1131,Purrghast,,
1356,Colg,,
1357,Darksulker,,
1358,Diamant,,
1364,Kapre,,
1366,Linta,,
1368,Noxpit,,
1370,Tenbran,,
1429,Amphisbaena Chef,,
1433,Amphisbaena Arbitrator,,
1432,Amphisbaena Vaccinator,,
1428,Amphisbaena Gardener,,
1430,Amphisbaena Inspector,,
1431,Amphisbaena Prospector,,
2133,Arcane Automaton,,
2134,Cursed Automaton,,
2135,Decrepit Automaton,,
2132,Ancient Automaton,,
2136,Luxury Automaton,,
2137,Siege Automaton,,
2138,War Automaton,,
1202,Cave Cockatrice,,
1204,Cold Cockatrice,,
1200,Clamorous Cockatrice,,
1201,Carrion Cockatrice,,
1203,Clawing Cockatrice,,
1205,Contagious Cockatrice,,
1446,Amorphous Shambler,,
1451,Shambler Recruiter,,
1447,Innocent Shambler,,
1449,Shambler Rescuer,,
1448,Lugubrious Shambler,,
1437,Sparktail Courier,,
1442,Battrap,,
1445,Snaptrap Cultivar,,
1441,Wizened Snaptrap,,
1443,Parasitic Snaptrap,,
1444,Alluring Snaptrap,,
1440,Sticky Snaptrap,,
1438,Sparktail Professor,,
1435,Sparktail Officer,,
1434,Sparktail Student,,
1439,Sparktail Searcher,,
1436,Sparktail Engineer,,
1715,Shadow Zealot,,
1717,Shadow Moth,,
1716,Shadow Cobra,,
1718,Shadow Wolf,,
1713,Shadow Demon,,
1714,Shadow Juggernaut,,
1827,Angelic Voidlord,,
1823,Vampiric Voidlord,,
1825,Feral Voidlord,,
1826,Imperial Voidlord,,
1828,Demonic Voidlord,,
1824,Subversive Voidlord,,
1862,Dancing Wisp,,
1867,Abyssal Wisp,,
1865,Laughing Wisp,,
1863,Scheming Wisp,,
1866,Wisp Watcher,,
1864,Wisp Seer,,
1495,Oculum Leech,,
1496,Oozing Leech,,
1494,Leech Digger,,
1493,Leech Devourer,,
1497,Toxic Leech,,
1492,Moon Leech,,
1408,Hemomancer Lord,,
1410,Mutant Hemomancer,,
1409,Lunar Hemomancer,,
1406,Hemomancer Devourer,,
1407,Hemomancer Donor,,
1411,Hemomancer Seer,,
1563,Dusk Ossein,,
1564,Igneous Ossein,,
1565,Bloody Ossein,,
1562,Augmented Ossein,,
1560,Scourge Ossein,,
1561,Ossein Defender,,
2317,Eft Howler,,
2318,Eft Stalker,,
2319,Eft Climber,,
2320,Eft Elder,,
2315,Bloody Eft,,
2316,Eft Scavenger,,
1506,Inquisitor Egglayer,,
1504,Carnivorous Inquisitor,,
1508,Watchful Inquisitor,,
1509,Inquisitor Weaver,,
1507,Infernal Inquisitor,,
1505,Inquisitor Countess,,
1695,Exiled Satyr,,
1694,Spry Satyr,,
1693,Satyr Rammer,,
1692,Satyr Dominator,,
1697,Satyr Squire,,
1696,Satyr Guardian,,
1499,Koloss Firebrand,,
1502,Night Koloss,,
1501,Koloss Doombringer,,
1503,Koloss Eradicator,,
1500,Bestial Koloss,,
1498,Koloss Champion,,
1527,Soulflayer Peacemaker,,
1528,Soulflayer Depriver,,
1525,Soulflayer Drone,,
1529,Soulflayer Overlord,,
1526,Soulflayer Prober,,
1524,Soulflayer Dreamcaster,,
1806,Unguided Psychic,,
1805,Unguided Judge,,
1803,Unguided Desecrator,,
1802,Unguided Agnostic,,
1807,Unguided Sadist,,
1804,Unguided Heathen,,
1134,Blobbarian,,
1133,Gloopdiator,,
1135,Gooarrior,,
1136,Mystery Mucus,,
1137,Sludgechemist,,
1132,Swordslime,,
2340,Maniac Mutant,,
2338,Maniac Huntsman,,
2336,Maniac Warrior,,
2337,Maniac Chief,,
2341,Armored Maniac,,
2339,Maniac Builder,,
1787,Toxdweller Slasher,,
1782,Toxdweller Bloodbather,,
1785,Toxdweller Mutant,,
1783,Toxdweller Decoy,,
1786,Toxdweller Parasite,,
1784,Toxdweller Infector,,
1111,Aquamarine Carbuncle,,
1107,Emerald Carbuncle,,
1110,Onyx Carbuncle,,
1108,Ruby Carbuncle,,
1109,Topaz Carbuncle,,
1106,Sapphire Carbuncle,,
1377,Crystaldune Gemling,,
1380,Eternaldew Gemling,,
1381,Nightvelvet Gemling,,
1378,Rockmoss Gemling,,
1376,Stillfire Gemling,,
1379,Whitestar Gemling,,
1150,Bloodstone Cruncher,,
1149,Elder Cruncher,,
1148,Frostbite Cruncher,,
1151,Possessed Cruncher,,
1152,Jewel Cruncher,,
1153,Prismatic Cruncher,,
1450,Shambler Juggernaut,,
1063,Caliban,,
1063,Caliban,,
1069,Mortem,,
1061,Aurum,,
1060,Apocranox,,
1074,Tenebris,,
1076,Venedon,,
1070,Perdition,,
1661,Animatus,,
1311,Chaos Orb,,
1312,Death Orb,,
1313,Life Orb,,
1314,Nature Orb,,
1315,Sorcery Orb,,
1334,Hand of Caliban,,
1336,Hand of Caliban,,
1331,Orbs of Caliban,,
1333,Orbs of Caliban,,
1335,Heart of Caliban,,
1332,Head of Caliban,,
0,Relic,,
2405,King Dumpling,,
2404,Nugget,,
2406,Herbling,,
2447,Pandora,,
2684,Zzyia Apocalypse,,
2824,Feral Carver,,
2686,Sabertooth Manticore,,
2690,Incendiary Smog,,
2687,Chaos Troll,,
2688,War Giant,,
2689,Masochist Freak,,
2691,Phobos Banshee,,
2834,Nix Exile,,
2693,Marine Pit Worm,,
2694,Tech Reaper,,
2706,Holy Wight,,
2695,Aspect of Decay,,
2696,Evil Spirit,,
2697,Deep Clutcher,,
2698,Plague Phlebotomist,,
2699,Malice Harpy,,
2700,Ghoul Ringleader,,
2702,Thunderwound Angel,,
2701,Supreme Administrator,,
2703,Griffon Veteran,,
2704,Bismuth Paragon,,
2705,Divine Phoenix,,
2707,Nax Rift Dancer,,
2708,Kaito Seraph,,
